iter	Passed	Remaining
1663	186428	37644
1664	186542	37532
1665	186655	37420
1666	186762	37307
1667	186859	37192
1668	186946	37075
1669	187059	36963
1670	187166	36850
1671	187278	36738
1672	187370	36622
1673	187474	36509
1674	187567	36393
1675	187657	36277
1676	187752	36162
1677	187851	36047
1678	187949	35933
1679	188033	35815
1680	188126	35700
1681	188222	35585
1682	188318	35470
1683	188417	35356
1684	188517	35242
1685	188615	35127
1686	188714	35013
1687	188822	34900
1688	188925	34787
1689	189027	34673
1690	189124	34559
1691	189217	34443
1692	189329	34332
1693	189425	34217
1694	189546	34107
1695	189665	33996
1696	189801	33889
1697	189902	33775
1698	190008	33662
1699	190108	33548
1700	190198	33432
1701	190294	33318
1702	190398	33205
1703	190491	33089
1704	190586	32975
1705	190715	32866
1706	190826	32754
1707	190946	32644
1708	191054	32531
1709	191176	32421
1710	191286	32309
1711	191388	32196
1712	191500	32084
1713	191598	31970
1714	191690	31855
1715	191776	31739
1716	191867	31624
1717	191970	31510
1718	192079	31398
1719	192174	31284
1720	192290	31173
1721	192389	31059
1722	192484	30945
1723	192572	30829
1724	192674	30716
1725	192767	30601
1726	192857	30486
1727	192941	30370
1728	193052	30258
1729	193147	30144
1730	193239	30029
1731	193337	29915
1732	193443	29803
1733	193551	29691
1734	193638	29575
1735	193751	29464
1736	193867	29353
1737	193989	29243
1738	194120	29134
1739	194268	29028
1740	194387	28918
1741	194500	28806
1742	194611	28694
1743	194751	28587
1744	194842	28472
1745	194931	28357
1746	195029	28244
1747	195130	28130
1748	195224	28016
1749	195311	27901
1750	195397	27786
1751	195495	27672
1752	195588	27558
1753	195722	27450
1754	195827	27337
1755	195950	27227
1756	196058	27115
1757	196189	27006
1758	196323	26898
1759	196450	26788
1760	196574	26678
1761	196705	26569
1762	196822	26458
1763	196928	26346
1764	197034	26234
1765	197159	26124
1766	197269	26012
1767	197379	25900
1768	197490	25788
1769	197612	25678
1770	197713	25565
1771	197826	25453
1772	197931	25341
1773	198064	25232
1774	198215	25125
1775	198326	25014
1776	198420	24900
1777	198531	24788
1778	198643	24676
1779	198755	24565
1780	198870	24454
1781	198999	24344
1782	199141	24236
1783	199270	24126
1784	199385	24015
1785	199493	23903
1786	199581	23788
1787	199678	23675
1788	199770	23561
1789	199876	23449
1790	199978	23336
1791	200085	23224
1792	200219	23115
1793	200341	23004
1794	200455	22893
1795	200562	22781
1796	200682	22670
1797	200800	22559
1798	200911	22447
1799	201018	22335
1800	201156	22226
1801	201265	22114
1802	201421	22007
1803	201535	21896
1804	201663	21786
1805	201773	21674
1806	201868	21560
1807	201960	21447
1808	202066	21334
1809	202176	21222
1810	202284	21110
1811	202393	20998
1812	202518	20888
1813	202638	20777
1814	202767	20667
1815	202890	20557
1816	203005	20445
1817	203110	20333
1818	203216	20221
1819	203313	20107
1820	203412	19995
1821	203502	19881
1822	203600	19768
1823	203688	19654
1824	203789	19541
1825	203907	19430
1826	204012	19318
1827	204110	19205
1828	204204	19091
1829	204317	18980
1830	204421	18867
1831	204516	18754
1832	204620	18642
1833	204729	18530
1834	204835	18418
1835	204952	18307
1836	205064	18195
1837	205182	18084
1838	205299	17973
1839	205428	17863
1840	205546	17752
1841	205669	17641
1842	205766	17528
1843	205878	17417
1844	205984	17304
1845	206103	17193
1846	206210	17081
1847	206321	16970
1848	206431	16858
1849	206541	16746
1850	206633	16633
1851	206729	16520
1852	206829	16407
1853	206956	16297
1854	207076	16186
1855	207188	16074
1856	207325	15965
1857	207458	15855
1858	207559	15742
1859	207655	15630
1860	207742	15516
1861	207838	15403
1862	207930	15290
1863	208021	15177
1864	208118	15064
1865	208233	14953
1866	208329	14840
1867	208443	14729
1868	208539	14616
1869	208643	14504
1870	208763	14393
1871	208869	14281
1872	208971	14169
1873	209073	14057
1874	209171	13944
1875	209277	13832
1876	209368	13719
1877	209480	13608
1878	209601	13497
1879	209690	13384
1880	209796	13272
1881	209900	13160
1882	209993	13047
1883	210092	12935
1884	210184	12822
1885	210283	12710
1886	210382	12598
1887	210473	12485
1888	210568	12373
1889	210682	12261
1890	210795	12150
1891	210901	12038
1892	211041	11928
1893	211191	11819
1894	211336	11709
1895	211459	11599
1896	211568	11487
1897	211698	11376
1898	211814	11265
1899	211927	11154
1900	212027	11041
1901	212128	10929
1902	212242	10818
1903	212367	10707
1904	212488	10596
1905	212601	10485
1906	212722	10373
1907	212829	10262
1908	212963	10151
1909	213123	10042
1910	213285	9933
1911	213475	9825
1912	213606	9714
1913	213748	9604
1914	213879	9493
1915	214031	9383
1916	214166	9272
1917	214289	9161
1918	214405	9049
1919	214550	8939
1920	214699	8829
1921	214827	8718
1922	214932	8606
1923	215069	8495
1924	215173	8383
1925	215319	8272
1926	215468	8162
1927	215596	8051
1928	215715	7939
1929	215834	7828
1930	215958	7716
1931	216067	7604
1932	216178	7492
1933	216312	7381
1934	216438	7270
1935	216565	7159
1936	216694	7047
1937	216839	6937
1938	216963	6825
1939	217088	6714
1940	217202	6602
1941	217346	6491
1942	217482	6380
1943	217607	6268
1944	217734	6157
1945	217869	6045
1946	217993	5934
1947	218130	5822
1948	218255	5711
1949	218402	5600
1950	218581	5489
1951	218738	5378
1952	218895	5267
1953	219043	5156
1954	219214	5045
1955	219370	4934
1956	219528	4823
1957	219670	4712
1958	219809	4600
1959	219943	4488
1960	220084	4376
1961	220210	4265
1962	220334	4153
1963	220432	4040
1964	220531	3928
1965	220638	3815
1966	220735	3703
1967	220849	3591
1968	220956	3478
1969	221056	3366
1970	221166	3254
1971	221276	3141
1972	221389	3029
1973	221496	2917
1974	221590	2804
1975	221716	2692
1976	221822	2580
1977	221937	2468
1978	222050	2356
1979	222152	2243
1980	222260	2131
1981	222350	2019
1982	222443	1906
1983	222537	1794
1984	222635	1682
1985	222740	1570
1986	222840	1457
1987	222950	1345
1988	223034	1233
1989	223131	1121
1990	223242	1009
1991	223354	897
1992	223457	784
1993	223556	672
1994	223667	560
1995	223788	448
1996	223898	336
1997	224025	224
1998	224145	112
1999	224241	0
