iter	MAE
884	63642.48888
885	63633.09743
886	63626.93852
887	63616.98574
888	63613.58586
889	63605.9128
890	63597.84844
891	63595.42416
892	63592.33966
893	63570.1572
894	63563.6293
895	63550.05537
896	63546.20857
897	63537.71228
898	63524.15071
899	63521.28199
900	63512.91915
901	63499.89613
902	63496.79754
903	63493.49429
904	63488.47055
905	63488.43819
906	63487.02285
907	63482.7589
908	63477.04147
909	63470.85028
910	63467.59392
911	63461.15818
912	63456.48229
913	63443.11197
914	63437.29107
915	63433.24379
916	63429.76044
917	63423.37192
918	63417.2751
919	63411.06137
920	63409.46495
921	63403.02317
922	63399.92235
923	63394.97912
924	63387.89939
925	63389.11347
926	63386.47489
927	63382.1379
928	63377.07128
929	63372.67678
930	63370.6593
931	63362.74221
932	63355.42258
933	63337.73326
934	63332.70714
935	63329.84335
936	63320.87086
937	63317.41921
938	63311.37869
939	63306.90119
940	63304.33545
941	63299.48915
942	63288.0719
943	63283.18639
944	63275.50307
945	63270.61128
946	63267.59548
947	63260.38233
948	63257.77136
949	63247.47479
950	63242.37212
951	63239.58292
952	63237.03863
953	63231.22273
954	63230.0876
955	63221.29908
956	63218.13031
957	63218.73093
958	63207.26261
959	63198.64492
960	63188.74824
961	63174.76307
962	63162.42144
963	63160.4738
964	63159.73929
965	63157.28357
966	63154.89511
967	63151.21515
968	63150.26239
969	63141.00768
970	63135.63028
971	63130.20662
972	63125.3671
973	63124.06259
974	63121.88716
975	63119.02333
976	63115.5102
977	63109.66082
978	63104.64319
979	63098.26208
980	63092.15649
981	63089.09953
982	63085.21551
983	63078.83232
984	63074.10808
985	63065.54879
986	63060.61377
987	63059.85981
988	63056.06915
989	63042.51771
990	63039.81596
991	63034.11472
992	63009.70805
993	62998.02698
994	62995.45959
995	62987.58151
996	62982.51592
997	62970.25921
998	62963.94812
999	62956.65506
1000	62950.97111
1001	62942.39537
1002	62938.99167
1003	62930.8666
1004	62930.20944
1005	62924.69332
1006	62917.09978
1007	62913.08112
1008	62904.00089
1009	62899.13595
1010	62891.08013
1011	62851.25138
1012	62848.72571
1013	62847.16694
1014	62840.24199
1015	62837.01257
1016	62828.34871
1017	62824.56224
1018	62811.8123
1019	62806.96678
1020	62769.09683
1021	62757.66756
1022	62751.64636
1023	62745.93988
1024	62744.85258
1025	62737.28078
1026	62730.98662
1027	62708.6545
1028	62700.91053
1029	62701.18492
1030	62698.33448
1031	62696.21556
1032	62692.03968
1033	62679.66509
1034	62676.07335
1035	62670.20464
1036	62660.40842
1037	62655.44792
1038	62656.1437
1039	62652.26058
1040	62650.44641
1041	62646.84592
1042	62642.78491
1043	62637.76768
1044	62636.62371
1045	62634.56724
1046	62626.62687
1047	62616.38872
1048	62607.83005
1049	62600.17815
1050	62594.44275
1051	62589.39967
1052	62584.96684
1053	62577.04132
1054	62575.00663
1055	62567.94459
1056	62559.08224
1057	62554.86263
1058	62553.21297
1059	62552.82388
1060	62550.16598
1061	62544.33385
1062	62535.99267
1063	62530.02271
1064	62520.38442
1065	62511.42255
1066	62506.50351
1067	62503.58132
1068	62499.59076
1069	62495.28506
1070	62487.69943
1071	62479.91626
1072	62478.14173
1073	62464.68462
1074	62460.12717
1075	62455.58826
1076	62453.41774
1077	62442.01668
1078	62440.70539
1079	62435.48384
1080	62431.76782
1081	62429.43466
1082	62426.18819
1083	62418.91413
1084	62414.05061
1085	62408.85766
1086	62403.56035
1087	62395.77076
1088	62384.1899
1089	62381.52993
1090	62376.97775
1091	62361.85617
1092	62358.69941
1093	62356.82115
1094	62355.38007
1095	62343.05719
1096	62340.61088
1097	62336.64046
1098	62333.44252
1099	62329.10482
1100	62327.39333
1101	62322.13288
1102	62317.60989
1103	62316.60171
1104	62313.9301
1105	62311.72098
1106	62311.08456
1107	62298.95835
1108	62287.88475
1109	62287.06255
1110	62281.74296
1111	62276.31676
1112	62269.00786
1113	62267.1137
1114	62264.37864
1115	62262.6867
1116	62254.38365
1117	62252.40084
1118	62250.73343
1119	62249.72897
1120	62247.327
1121	62241.42027
1122	62227.34415
1123	62222.62532
1124	62218.32877
1125	62208.34979
1126	62201.22011
1127	62195.76952
1128	62192.58171
1129	62190.24932
1130	62181.20432
1131	62169.07668
1132	62162.30171
1133	62152.11817
1134	62148.61122
1135	62142.40694
1136	62139.09061
1137	62131.06805
1138	62125.81653
1139	62124.19264
1140	62115.15239
1141	62110.36311
1142	62111.19609
1143	62106.91739
1144	62105.62514
1145	62102.27392
1146	62099.0222
1147	62093.98129
1148	62086.82255
1149	62082.20571
1150	62076.02706
1151	62071.2637
1152	62067.73575
1153	62053.36625
1154	62050.40158
1155	62045.18152
1156	62035.88951
1157	62029.90158
1158	62023.7537
1159	62022.17637
1160	62019.42362
1161	62015.08967
1162	62014.76186
1163	62004.21505
1164	61994.29295
1165	61992.23336
1166	61989.86415
1167	61984.94278
1168	61981.14927
1169	61979.1453
1170	61978.98854
1171	61975.92501
1172	61973.41749
1173	61966.85714
1174	61963.78013
1175	61962.93721
1176	61957.76605
1177	61953.57738
1178	61947.72651
1179	61936.88621
1180	61933.13945
1181	61928.28918
1182	61922.88595
1183	61921.21191
1184	61917.8355
1185	61916.58014
1186	61914.67591
1187	61913.05502
1188	61900.19929
1189	61894.52798
1190	61890.43178
1191	61889.83756
1192	61884.95467
1193	61881.84414
1194	61878.81525
1195	61877.33916
1196	61875.49398
1197	61871.86897
1198	61868.89027
1199	61866.41709
1200	61865.73336
1201	61841.51613
1202	61839.45576
1203	61834.21815
1204	61829.62489
1205	61826.92376
1206	61820.51899
1207	61817.02711
1208	61814.1963
1209	61809.13169
1210	61806.1152
1211	61804.72221
1212	61799.57345
1213	61795.13989
1214	61792.79316
1215	61790.60012
1216	61781.32497
1217	61779.75383
1218	61774.5127
1219	61773.32173
1220	61756.23147
1221	61755.06904
1222	61750.78675
1223	61745.41084
1224	61735.85889
1225	61733.06406
1226	61729.89695
1227	61725.87286
1228	61723.98308
1229	61718.6052
1230	61714.67971
1231	61710.76824
1232	61707.43834
1233	61702.34063
1234	61694.43137
1235	61691.2207
1236	61687.79375
1237	61688.03169
1238	61679.09235
1239	61671.44114
1240	61670.39748
1241	61666.04198
1242	61662.45988
1243	61658.9521
1244	61657.2857
1245	61653.88636
1246	61651.30851
1247	61647.77168
1248	61644.24364
1249	61639.73206
1250	61637.1925
1251	61636.20263
1252	61624.71584
1253	61622.34893
1254	61621.09492
1255	61614.43453
1256	61611.72324
1257	61597.92935
1258	61592.60879
1259	61590.01216
1260	61588.3232
1261	61584.70149
1262	61581.43712
1263	61581.0157
1264	61579.64715
1265	61575.20712
1266	61567.67371
1267	61558.51148
1268	61557.57665
1269	61553.97206
1270	61551.51699
1271	61549.54543
1272	61547.67674
1273	61545.99426
1274	61528.60187
1275	61527.73668
1276	61526.07281
1277	61525.79407
1278	61523.35144
1279	61521.25847
1280	61519.20066
1281	61515.39849
1282	61514.70328
1283	61513.64467
1284	61511.88856
1285	61507.86428
1286	61503.33846
1287	61502.39
1288	61499.24876
1289	61497.02097
1290	61491.34016
1291	61489.9649
1292	61486.49523
1293	61484.76228
1294	61483.42675
1295	61481.59708
1296	61480.65532
1297	61478.71645
1298	61473.01908
1299	61470.86096
1300	61468.47513
1301	61466.03295
1302	61463.58182
1303	61456.02202
1304	61454.28379
1305	61452.96237
1306	61447.46908
1307	61446.70737
1308	61442.19506
1309	61439.13594
1310	61433.89578
1311	61429.18566
1312	61427.36336
1313	61424.96851
1314	61423.10777
1315	61421.79284
1316	61419.14462
1317	61399.40538
1318	61397.02325
1319	61395.6489
1320	61392.2613
1321	61388.80489
1322	61385.55132
1323	61383.46499
1324	61380.84163
1325	61375.85383
1326	61371.77171
1327	61367.32112
1328	61360.46919
1329	61356.59863
1330	61353.60983
1331	61352.02745
1332	61350.47752
1333	61344.33321
1334	61345.20624
1335	61341.12162
1336	61337.11734
1337	61330.52936
1338	61330.53517
1339	61327.00285
1340	61323.77702
1341	61318.27395
1342	61316.03964
1343	61313.50199
1344	61311.20182
1345	61304.76299
1346	61299.0438
1347	61297.96107
1348	61289.5627
1349	61285.84029
1350	61282.61407
1351	61277.58431
1352	61275.96918
1353	61270.70664
1354	61268.52953
1355	61257.35753
1356	61250.83244
1357	61248.51102
1358	61243.30404
1359	61234.05511
1360	61231.3938
1361	61223.80544
1362	61220.55501
1363	61214.0648
1364	61208.61411
1365	61201.91447
1366	61198.80156
1367	61196.93476
1368	61194.84651
1369	61192.84114
1370	61191.44366
1371	61187.86526
1372	61187.38286
1373	61181.49028
1374	61178.12651
1375	61175.37211
1376	61170.25964
1377	61167.67122
1378	61165.8732
1379	61162.40678
1380	61159.12466
1381	61156.16513
1382	61148.85882
1383	61144.39058
1384	61140.36371
1385	61138.95171
1386	61137.35297
1387	61135.83641
1388	61133.24632
1389	61131.69578
1390	61128.69665
1391	61128.57427
1392	61124.34566
1393	61122.44294
1394	61121.77299
1395	61117.84237
1396	61115.30517
1397	61113.86906
1398	61111.00328
1399	61105.92468
1400	61103.19243
1401	61101.74533
1402	61098.25233
1403	61092.4588
1404	61089.52361
1405	61076.54839
1406	61071.43524
1407	61069.00534
1408	61065.23001
1409	61062.69437
1410	61060.05031
1411	61057.62735
1412	61054.854
1413	61053.05443
1414	61048.47473
1415	61046.73787
1416	61027.04599
1417	61026.78675
1418	61026.24787
1419	61022.21186
1420	61014.93701
1421	61011.52835
1422	61008.2016
1423	61004.63778
1424	61002.38882
1425	61000.09739
1426	60994.33378
1427	60992.99925
1428	60988.75729
1429	60987.06209
1430	60985.74728
1431	60981.41158
1432	60978.89448
1433	60965.0844
1434	60963.44932
1435	60961.0726
1436	60943.41058
1437	60940.16907
1438	60934.08016
1439	60930.23922
1440	60929.17415
1441	60927.04135
1442	60921.62384
1443	60917.35637
1444	60916.01893
1445	60913.932
1446	60911.08498
1447	60908.57234
1448	60906.24324
1449	60902.02798
1450	60897.8053
1451	60896.46078
1452	60896.29538
1453	60893.11227
1454	60891.50392
1455	60876.56655
1456	60874.83696
1457	60873.97826
1458	60873.37038
1459	60865.09147
1460	60860.59583
1461	60855.96017
1462	60846.56969
1463	60841.28826
1464	60839.60029
1465	60837.91451
1466	60832.46674
1467	60830.79732
1468	60827.23173
1469	60824.08274
1470	60822.68175
1471	60821.72869
1472	60820.74099
1473	60817.61981
1474	60814.82488
1475	60812.19036
1476	60808.86295
1477	60804.39185
1478	60803.00222
1479	60800.68906
1480	60799.2053
1481	60797.30586
1482	60792.56014
1483	60771.17255
1484	60769.68123
1485	60767.25947
1486	60764.58008
1487	60762.47992
1488	60759.9428
1489	60757.69765
1490	60755.72835
1491	60749.13863
1492	60744.02625
1493	60741.71776
1494	60739.33848
1495	60731.81503
1496	60725.44073
1497	60717.83155
1498	60706.26933
1499	60699.39129
1500	60698.21095
1501	60691.24874
1502	60689.00086
1503	60683.94317
1504	60684.30255
1505	60683.13684
1506	60681.17594
1507	60678.05961
1508	60674.25618
1509	60668.08371
1510	60663.95557
1511	60663.75624
1512	60661.25311
1513	60657.50989
1514	60655.2059
1515	60652.0508
1516	60647.56678
1517	60641.69581
1518	60635.80682
1519	60633.14697
1520	60629.25523
1521	60626.91746
1522	60624.71828
1523	60620.50797
1524	60616.73904
1525	60611.49321
1526	60608.74317
1527	60604.7228
1528	60602.42512
1529	60601.51439
1530	60599.57763
1531	60575.4565
1532	60570.31841
1533	60568.48284
1534	60567.73079
1535	60558.10023
1536	60556.02541
1537	60554.3152
1538	60551.80895
1539	60549.63077
1540	60542.2746
1541	60534.09155
1542	60532.08322
1543	60529.23933
1544	60526.39665
1545	60521.90632
1546	60511.5985
1547	60512.7197
1548	60507.965
1549	60507.37048
1550	60505.63425
1551	60502.31512
1552	60499.76176
1553	60497.28785
1554	60493.90438
1555	60492.32246
1556	60491.19336
1557	60484.03092
1558	60479.84373
1559	60478.90223
1560	60474.34224
1561	60463.14841
1562	60461.93473
1563	60459.06946
1564	60456.26026
1565	60451.94938
1566	60450.59921
1567	60439.72335
1568	60438.05798
1569	60425.28846
1570	60420.26381
1571	60418.8985
1572	60412.83282
1573	60410.34601
1574	60406.17982
1575	60401.89116
1576	60398.59928
1577	60398.04422
1578	60394.98078
1579	60393.54895
1580	60390.86808
1581	60388.54871
1582	60381.41792
1583	60378.43761
1584	60374.9071
1585	60373.3341
1586	60372.81431
1587	60370.88791
1588	60368.42165
1589	60366.13575
1590	60364.68213
1591	60364.28722
1592	60357.07689
1593	60356.60462
1594	60353.42874
1595	60350.69553
1596	60346.82398
1597	60343.61896
1598	60342.81718
1599	60338.52559
1600	60337.34473
1601	60333.91306
1602	60334.01511
1603	60331.75112
1604	60329.72387
1605	60327.80111
1606	60322.53941
1607	60321.28582
1608	60320.09096
1609	60317.76418
1610	60315.38322
1611	60313.24864
1612	60309.00793
1613	60307.1369
1614	60305.71217
1615	60303.56438
1616	60300.77414
1617	60297.10044
1618	60294.14712
1619	60287.7013
1620	60283.93232
1621	60280.23519
1622	60279.07646
1623	60274.55209
1624	60272.96873
1625	60270.27189
1626	60262.68148
1627	60260.65404
1628	60256.79293
1629	60254.15601
1630	60251.238
1631	60250.52416
1632	60243.6864
1633	60242.03107
1634	60239.96052
1635	60227.05897
1636	60226.11516
1637	60223.67118
1638	60221.51146
1639	60219.43066
1640	60216.37281
1641	60213.65745
1642	60210.6025
1643	60208.96998
1644	60204.86646
1645	60204.81259
1646	60202.76895
1647	60201.24594
1648	60199.53436
1649	60195.1589
1650	60188.62077
1651	60185.93522
1652	60182.97426
1653	60180.61857
1654	60177.42679
1655	60175.94007
1656	60173.54162
1657	60169.08299
1658	60168.55813
1659	60166.98957
1660	60162.85805
1661	60162.03145
1662	60159.56209
1663	60147.40195
1664	60146.17343
1665	60144.03485
1666	60134.44413
